Content,Sample Name,Sample,Dilution,Dest Well,Transferred,Destination Plate Barcode
Sample14_25,S2020_034,2,25,C3,TRUE,M_2_4
Sample21_100,S2017_289,1,100,C4,TRUE,M_2_4
Sample27_100,S2017_295,1,100,C5,TRUE,M_2_4
Sample34_100,S2017_302,1,100,C6,TRUE,M_2_4
Sample41_100,S2017_309,1,100,C7,TRUE,M_2_4
Sample49_25,S2017_317,1,25,C8,TRUE,M_2_4
Sample55_100,S2017_323,1,100,C9,TRUE,M_2_4
Sample62_100,S2017_330,1,100,C10,TRUE,M_2_4
Sample70_25,S2017_338,1,25,C11,TRUE,M_2_4
Sample77_100,S2017_345,1,100,C12,TRUE,M_2_4
Sample84_100,S2017_352,1,100,C13,TRUE,M_2_4
Sample92_25,S2017_360,1,25,C14,TRUE,M_2_4
Sample98_100,S2017_366,1,100,C15,TRUE,M_2_4
Sample105_25,S2017_373,1,25,C16,TRUE,M_2_4
POS2_25,POS1,0,25,C17,TRUE,M_2_4
POS2_100,POS1,0,100,C18,TRUE,M_2_4
empty,EMPTY,0,100,C19,TRUE,M_2_4
empty,EMPTY,0,25,C20,TRUE,M_2_4
empty,EMPTY,0,25,C21,TRUE,M_2_4
empty,EMPTY,0,100,C22,TRUE,M_2_4
empty,EMPTY,0,25,C23,TRUE,M_2_4
empty,EMPTY,0,25,C24,TRUE,M_2_4
Sample2_25,S2020_029,1,25,D1,TRUE,M_2_4
Sample8_25,S2020_031,2,25,D2,TRUE,M_2_4
Sample14_100,S2020_034,2,100,D3,TRUE,M_2_4
Sample22_25,S2017_290,1,25,D4,TRUE,M_2_4
Sample28_25,S2017_296,1,25,D5,TRUE,M_2_4
Sample35_25,S2017_303,1,25,D6,TRUE,M_2_4
Sample42_25,S2017_310,1,25,D7,TRUE,M_2_4
Sample49_100,S2017_317,1,100,D8,TRUE,M_2_4
Sample56_25,S2017_324,1,25,D9,TRUE,M_2_4
Sample63_25,S2017_331,1,25,D10,TRUE,M_2_4
Sample70_100,S2017_338,1,100,D11,TRUE,M_2_4
Sample78_25,S2017_346,1,25,D12,TRUE,M_2_4
Sample85_25,S2017_353,1,25,D13,TRUE,M_2_4
Sample92_100,S2017_360,1,100,D14,TRUE,M_2_4
Sample99_25,S2017_367,1,25,D15,TRUE,M_2_4
Sample105_100,S2017_373,1,100,D16,TRUE,M_2_4
Sample112_25,S2017_380,1,25,D17,TRUE,M_2_4
F7_25,F7_25,0,25,D18,TRUE,M_2_4
empty,EMPTY,0,25,D19,TRUE,M_2_4
empty,EMPTY,0,100,D20,TRUE,M_2_4
empty,EMPTY,0,100,D21,TRUE,M_2_4
empty,EMPTY,0,25,D22,TRUE,M_2_4
empty,EMPTY,0,100,D23,TRUE,M_2_4
empty,EMPTY,0,100,D24,TRUE,M_2_4
Sample2_100,S2020_029,1,100,E1,TRUE,M_2_4
anti-HIS/HA antibody,CTRL2,0,1,E2,FALSE,M_2_4
Sample15_25,S2020_034,3,25,E3,TRUE,M_2_4
Sample22_100,S2017_290,1,100,E4,TRUE,M_2_4
Sample28_100,S2017_296,1,100,E5,TRUE,M_2_4
Sample35_100,S2017_303,1,100,E6,TRUE,M_2_4
Sample42_100,S2017_310,1,100,E7,TRUE,M_2_4
Sample50_25,S2017_318,1,25,E8,TRUE,M_2_4
Sample56_100,S2017_324,1,100,E9,TRUE,M_2_4
Sample63_100,S2017_331,1,100,E10,TRUE,M_2_4
Sample71_25,S2017_339,1,25,E11,TRUE,M_2_4
Sample78_100,S2017_346,1,100,E12,TRUE,M_2_4
Sample85_100,S2017_353,1,100,E13,TRUE,M_2_4
Cells only,NEG2,0,1,E14,TRUE,M_2_4
Sample99_100,S2017_367,1,100,E15,TRUE,M_2_4
Sample106_25,S2017_374,1,25,E16,TRUE,M_2_4
Sample112_100,S2017_380,1,100,E17,TRUE,M_2_4
F7_100,F7_100,0,100,E18,TRUE,M_2_4
empty,EMPTY,0,100,E19,TRUE,M_2_4
empty,EMPTY,0,25,E20,TRUE,M_2_4
empty,EMPTY,0,25,E21,TRUE,M_2_4
empty,EMPTY,0,100,E22,TRUE,M_2_4
POS1_25,POS2,0,25,E23,TRUE,M_2_4
POS1_100,POS2,0,100,E24,TRUE,M_2_4
Sample3_25,S2020_029,2,25,F1,TRUE,M_2_4
Sample8_100,S2020_031,2,100,F2,TRUE,M_2_4
Sample15_100,S2020_034,3,100,F3,TRUE,M_2_4
Sample23_25,S2017_291,1,25,F4,TRUE,M_2_4
Sample29_25,S2017_297,1,25,F5,TRUE,M_2_4
Cells only,NEG2,0,1,F6,TRUE,M_2_4
Sample43_25,S2017_311,1,25,F7,TRUE,M_2_4
POS1_25,POS2,0,25,F8,TRUE,M_2_4
POS1_100,POS2,0,100,F9,TRUE,M_2_4
Sample64_25,S2017_332,1,25,F10,TRUE,M_2_4
Sample71_100,S2017_339,1,100,F11,TRUE,M_2_4
Sample79_25,S2017_347,1,25,F12,TRUE,M_2_4
Sample86_25,S2017_354,1,25,F13,TRUE,M_2_4
Sample93_25,S2017_361,1,25,F14,TRUE,M_2_4
Sample100_25,S2017_368,1,25,F15,TRUE,M_2_4
Sample106_100,S2017_374,1,100,F16,TRUE,M_2_4
Sample113_25,S2017_381,1,25,F17,TRUE,M_2_4
F8_25,F8_25,0,25,F18,TRUE,M_2_4
empty,EMPTY,0,25,F19,TRUE,M_2_4
empty,EMPTY,0,100,F20,TRUE,M_2_4
empty,EMPTY,0,100,F21,TRUE,M_2_4
empty,EMPTY,0,25,F22,TRUE,M_2_4
empty,EMPTY,0,25,F23,TRUE,M_2_4
empty,EMPTY,0,25,F24,TRUE,M_2_4
Sample3_100,S2020_029,2,100,G1,TRUE,M_2_4
Sample9_25,S2020_032,1,25,G2,TRUE,M_2_4
Sample16_25,S2020_034,4,25,G3,TRUE,M_2_4
Sample23_100,S2017_291,1,100,G4,TRUE,M_2_4
Sample29_100,S2017_297,1,100,G5,TRUE,M_2_4
Sample36_25,S2017_304,1,25,G6,TRUE,M_2_4
Sample43_100,S2017_311,1,100,G7,TRUE,M_2_4
Sample50_100,S2017_318,1,100,G8,TRUE,M_2_4
Sample57_25,S2017_325,1,25,G9,TRUE,M_2_4
Sample64_100,S2017_332,1,100,G10,TRUE,M_2_4
Sample72_25,S2017_340,1,25,G11,TRUE,M_2_4
Sample79_100,S2017_347,1,100,G12,TRUE,M_2_4
Sample86_100,S2017_354,1,100,G13,TRUE,M_2_4
Sample93_100,S2017_361,1,100,G14,TRUE,M_2_4
Sample100_100,S2017_368,1,100,G15,TRUE,M_2_4
Sample107_25,S2017_375,1,25,G16,TRUE,M_2_4
Sample113_100,S2017_381,1,100,G17,TRUE,M_2_4
F8_100,F8_100,0,100,G18,TRUE,M_2_4
empty,EMPTY,0,100,G19,TRUE,M_2_4
NEG3_25,NEG1,0,25,G20,FALSE,M_2_4
NEG3_100,NEG1,0,100,G21,FALSE,M_2_4
empty,EMPTY,0,100,G22,TRUE,M_2_4
empty,EMPTY,0,100,G23,TRUE,M_2_4
empty,EMPTY,0,100,G24,TRUE,M_2_4
Sample4_25,S2020_029,3,25,H1,TRUE,M_2_4
Sample9_100,S2020_032,1,100,H2,TRUE,M_2_4
NEG2_25,NEG1,0,25,H3,TRUE,M_2_4
NEG2_100,NEG1,0,100,H4,TRUE,M_2_4
Sample30_25,S2017_298,1,25,H5,TRUE,M_2_4
Sample36_100,S2017_304,1,100,H6,TRUE,M_2_4
Sample44_25,S2017_312,1,25,H7,TRUE,M_2_4
Sample51_25,S2017_319,1,25,H8,TRUE,M_2_4
Sample57_100,S2017_325,1,100,H9,TRUE,M_2_4
anti-HIS/HA antibody,CTRL2,0,1,H10,TRUE,M_2_4
Sample72_100,S2017_340,1,100,H11,TRUE,M_2_4
Sample80_25,S2017_348,1,25,H12,TRUE,M_2_4
Sample87_25,S2017_355,1,25,H13,TRUE,M_2_4
Sample94_25,S2017_362,1,25,H14,TRUE,M_2_4
Sample101_25,S2017_369,1,25,H15,TRUE,M_2_4
Sample107_100,S2017_375,1,100,H16,TRUE,M_2_4
Sample114_25,S2017_382,1,25,H17,TRUE,M_2_4
empty,EMPTY,0,25,H18,TRUE,M_2_4
empty,EMPTY,0,25,H19,TRUE,M_2_4
empty,EMPTY,0,25,H20,TRUE,M_2_4
empty,EMPTY,0,25,H21,TRUE,M_2_4
empty,EMPTY,0,25,H22,TRUE,M_2_4
empty,EMPTY,0,25,H23,TRUE,M_2_4
empty,EMPTY,0,25,H24,TRUE,M_2_4
Sample4_100,S2020_029,3,100,I1,TRUE,M_2_4
Sample10_25,S2020_032,2,25,I2,TRUE,M_2_4
Sample16_100,S2020_034,4,100,I3,TRUE,M_2_4
Sample24_25,S2017_292,1,25,I4,TRUE,M_2_4
Sample30_100,S2017_298,1,100,I5,TRUE,M_2_4
Sample37_25,S2017_305,1,25,I6,TRUE,M_2_4
Sample44_100,S2017_312,1,100,I7,TRUE,M_2_4
Sample51_100,S2017_319,1,100,I8,TRUE,M_2_4
Sample58_25,S2017_326,1,25,I9,TRUE,M_2_4
Sample65_25,S2017_333,1,25,I10,TRUE,M_2_4
Sample73_25,S2017_341,1,25,I11,TRUE,M_2_4
Sample80_100,S2017_348,1,100,I12,TRUE,M_2_4
Sample87_100,S2017_355,1,100,I13,TRUE,M_2_4
Sample94_100,S2017_362,1,100,I14,TRUE,M_2_4
Sample101_100,S2017_369,1,100,I15,TRUE,M_2_4
anti-HIS/HA antibody,CTRL2,0,1,I16,FALSE,M_2_4
Sample114_100,S2017_382,1,100,I17,TRUE,M_2_4
empty,EMPTY,0,100,I18,TRUE,M_2_4
empty,EMPTY,0,100,I19,TRUE,M_2_4
empty,EMPTY,0,100,I20,TRUE,M_2_4
empty,EMPTY,0,100,I21,TRUE,M_2_4
empty,EMPTY,0,100,I22,TRUE,M_2_4
empty,EMPTY,0,100,I23,TRUE,M_2_4
empty,EMPTY,0,100,I24,TRUE,M_2_4
Secondaries only,NEG3,0,1,J1,TRUE,M_2_4
Sample10_100,S2020_032,2,100,J2,TRUE,M_2_4
Sample17_25,S2020_034,5,25,J3,TRUE,M_2_4
Sample24_100,S2017_292,1,100,J4,TRUE,M_2_4
Sample31_25,S2017_299,1,25,J5,TRUE,M_2_4
Sample37_100,S2017_305,1,100,J6,TRUE,M_2_4
NEG3_25,NEG1,0,25,J7,TRUE,M_2_4
NEG3_100,NEG1,0,100,J8,TRUE,M_2_4
Sample58_100,S2017_326,1,100,J9,TRUE,M_2_4
Sample65_100,S2017_333,1,100,J10,TRUE,M_2_4
Sample73_100,S2017_341,1,100,J11,TRUE,M_2_4
Sample81_25,S2017_349,1,25,J12,TRUE,M_2_4
Sample88_25,S2017_356,1,25,J13,TRUE,M_2_4
POS1_25,POS2,0,25,J14,TRUE,M_2_4
POS1_100,POS2,0,100,J15,TRUE,M_2_4
Sample108_25,S2017_376,1,25,J16,TRUE,M_2_4
Sample115_25,S2017_383,1,25,J17,TRUE,M_2_4
empty,EMPTY,0,25,J18,TRUE,M_2_4
empty,EMPTY,0,25,J19,TRUE,M_2_4
empty,EMPTY,0,25,J20,TRUE,M_2_4
empty,EMPTY,0,25,J21,TRUE,M_2_4
empty,EMPTY,0,25,J22,TRUE,M_2_4
empty,EMPTY,0,25,J23,TRUE,M_2_4
anti-HIS/HA antibody,CTRL2,0,1,J24,TRUE,M_2_4
Sample5_25,S2020_030,1,25,K1,TRUE,M_2_4
Sample11_25,S2020_032,3,25,K2,FALSE,M_2_4
Sample17_100,S2020_034,5,100,K3,TRUE,M_2_4
Sample25_25,S2017_293,1,25,K4,TRUE,M_2_4
Sample31_100,S2017_299,1,100,K5,TRUE,M_2_4
Sample38_25,S2017_306,1,25,K6,TRUE,M_2_4
Sample45_25,S2017_313,1,25,K7,TRUE,M_2_4
Sample52_25,S2017_320,1,25,K8,TRUE,M_2_4
Sample59_25,S2017_327,1,25,K9,TRUE,M_2_4
Sample66_25,S2017_334,1,25,K10,TRUE,M_2_4
Sample74_25,S2017_342,1,25,K11,TRUE,M_2_4
Sample81_100,S2017_349,1,100,K12,TRUE,M_2_4
Sample88_100,S2017_356,1,100,K13,TRUE,M_2_4
Sample95_25,S2017_363,1,25,K14,TRUE,M_2_4
Sample102_25,S2017_370,1,25,K15,TRUE,M_2_4
Sample108_100,S2017_376,1,100,K16,TRUE,M_2_4
Sample115_100,S2017_383,1,100,K17,TRUE,M_2_4
empty,EMPTY,0,100,K18,TRUE,M_2_4
empty,EMPTY,0,100,K19,TRUE,M_2_4
empty,EMPTY,0,100,K20,TRUE,M_2_4
empty,EMPTY,0,100,K21,TRUE,M_2_4
empty,EMPTY,0,100,K22,TRUE,M_2_4
empty,EMPTY,0,100,K23,TRUE,M_2_4
anti-HIS/HA antibody,CTRL2,0,1,K24,FALSE,M_2_4
Sample5_100,S2020_030,1,100,L1,TRUE,M_2_4
Sample11_100,S2020_032,3,100,L2,FALSE,M_2_4
Sample18_25,S2020_035,1,25,L3,TRUE,M_2_4
Sample25_100,S2017_293,1,100,L4,TRUE,M_2_4
Sample32_25,S2017_300,1,25,L5,TRUE,M_2_4
Sample38_100,S2017_306,1,100,L6,TRUE,M_2_4
Sample45_100,S2017_313,1,100,L7,TRUE,M_2_4
Sample52_100,S2017_320,1,100,L8,TRUE,M_2_4
Sample59_100,S2017_327,1,100,L9,TRUE,M_2_4
Sample66_100,S2017_334,1,100,L10,TRUE,M_2_4
NEG1_25,NEG1,0,25,L11,TRUE,M_2_4
NEG1_100,NEG1,0,100,L12,TRUE,M_2_4
Sample89_25,S2017_357,1,25,L13,TRUE,M_2_4
Sample95_100,S2017_363,1,100,L14,TRUE,M_2_4
Sample102_100,S2017_370,1,100,L15,TRUE,M_2_4
Sample109_25,S2017_377,1,25,L16,TRUE,M_2_4
Sample116_25,S2017_384,1,25,L17,TRUE,M_2_4
empty,EMPTY,0,25,L18,TRUE,M_2_4
empty,EMPTY,0,25,L19,TRUE,M_2_4
empty,EMPTY,0,25,L20,TRUE,M_2_4
empty,EMPTY,0,25,L21,TRUE,M_2_4
NEG1_25,NEG1,0,25,L22,TRUE,M_2_4
NEG1_100,NEG1,0,100,L23,TRUE,M_2_4
anti-HIS/HA antibody,CTRL2,0,1,L24,FALSE,M_2_4
Sample6_25,S2020_030,2,25,M1,TRUE,M_2_4
Sample12_25,S2020_033,1,25,M2,TRUE,M_2_4
Sample18_100,S2020_035,1,100,M3,TRUE,M_2_4
Sample26_25,S2017_294,1,25,M4,TRUE,M_2_4
Sample32_100,S2017_300,1,100,M5,TRUE,M_2_4
Sample39_25,S2017_307,1,25,M6,TRUE,M_2_4
Sample46_25,S2017_314,1,25,M7,TRUE,M_2_4
Sample53_25,S2017_321,1,25,M8,TRUE,M_2_4
Sample60_25,S2017_328,1,25,M9,TRUE,M_2_4
Sample67_25,S2017_335,1,25,M10,TRUE,M_2_4
Sample74_100,S2017_342,1,100,M11,TRUE,M_2_4
Sample82_25,S2017_350,1,25,M12,TRUE,M_2_4
Sample89_100,S2017_357,1,100,M13,TRUE,M_2_4
Sample96_25,S2017_364,1,25,M14,TRUE,M_2_4
Sample103_25,S2017_371,1,25,M15,TRUE,M_2_4
Sample109_100,S2017_377,1,100,M16,TRUE,M_2_4
Sample116_100,S2017_384,1,100,M17,TRUE,M_2_4
empty,EMPTY,0,100,M18,TRUE,M_2_4
empty,EMPTY,0,100,M19,TRUE,M_2_4
empty,EMPTY,0,100,M20,TRUE,M_2_4
empty,EMPTY,0,100,M21,TRUE,M_2_4
empty,EMPTY,0,25,M22,TRUE,M_2_4
empty,EMPTY,0,25,M23,TRUE,M_2_4
Cells only,NEG2,0,1,M24,TRUE,M_2_4
Sample6_100,S2020_030,2,100,N1,TRUE,M_2_4
Sample12_100,S2020_033,1,100,N2,TRUE,M_2_4
Sample19_25,S2020_036,1,25,N3,TRUE,M_2_4
Sample26_100,S2017_294,1,100,N4,TRUE,M_2_4
Sample33_25,S2017_301,1,25,N5,TRUE,M_2_4
Sample39_100,S2017_307,1,100,N6,TRUE,M_2_4
Sample46_100,S2017_314,1,100,N7,TRUE,M_2_4
Sample53_100,S2017_321,1,100,N8,TRUE,M_2_4
Sample60_100,S2017_328,1,100,N9,TRUE,M_2_4
Sample67_100,S2017_335,1,100,N10,TRUE,M_2_4
Sample75_25,S2017_343,1,25,N11,TRUE,M_2_4
Sample82_100,S2017_350,1,100,N12,TRUE,M_2_4
Sample90_25,S2017_358,1,25,N13,TRUE,M_2_4
Sample96_100,S2017_364,1,100,N14,TRUE,M_2_4
Sample103_100,S2017_371,1,100,N15,TRUE,M_2_4
Sample110_25,S2017_378,1,25,N16,TRUE,M_2_4
F5_25,F5_25,0,25,N17,TRUE,M_2_4
empty,EMPTY,0,25,N18,TRUE,M_2_4
empty,EMPTY,0,25,N19,TRUE,M_2_4
empty,EMPTY,0,25,N20,TRUE,M_2_4
empty,EMPTY,0,25,N21,TRUE,M_2_4
empty,EMPTY,0,100,N22,TRUE,M_2_4
empty,EMPTY,0,100,N23,TRUE,M_2_4
Cells only,NEG2,0,1,N24,TRUE,M_2_4
NEG3_25,NEG1,0,25,O1,TRUE,M_2_4
NEG3_100,NEG1,0,100,O2,TRUE,M_2_4
Sample19_100,S2020_036,1,100,O3,TRUE,M_2_4
POS2_25,POS1,0,25,O4,TRUE,M_2_4
POS2_100,POS1,0,100,O5,TRUE,M_2_4
Sample40_25,S2017_308,1,25,O6,TRUE,M_2_4
Sample47_25,S2017_315,1,25,O7,TRUE,M_2_4
Sample54_25,S2017_322,1,25,O8,TRUE,M_2_4
Sample61_25,S2017_329,1,25,O9,TRUE,M_2_4
Sample68_25,S2017_336,1,25,O10,TRUE,M_2_4
Sample75_100,S2017_343,1,100,O11,TRUE,M_2_4
Sample83_25,S2017_351,1,25,O12,TRUE,M_2_4
Sample90_100,S2017_358,1,100,O13,TRUE,M_2_4
Sample97_25,S2017_365,1,25,O14,TRUE,M_2_4
NEG2_25,NEG1,0,25,O15,TRUE,M_2_4
NEG2_100,NEG1,0,100,O16,TRUE,M_2_4
F5_100,F5_100,0,100,O17,TRUE,M_2_4
empty,EMPTY,0,100,O18,TRUE,M_2_4
empty,EMPTY,0,100,O19,TRUE,M_2_4
empty,EMPTY,0,100,O20,TRUE,M_2_4
empty,EMPTY,0,100,O21,TRUE,M_2_4
empty,EMPTY,0,25,O22,TRUE,M_2_4
empty,EMPTY,0,25,O23,TRUE,M_2_4
Cells only,NEG2,0,1,O24,TRUE,M_2_4
EMPTY,EMPTY,0,0,P1,TRUE,M_2_4
Sample13_25,S2020_034,1,25,P2,TRUE,M_2_4
Sample20_25,S2020_037,1,25,P3,TRUE,M_2_4
Cells only,NEG2,0,1,P4,TRUE,M_2_4
Sample33_100,S2017_301,1,100,P5,TRUE,M_2_4
Sample40_100,S2017_308,1,100,P6,TRUE,M_2_4
Sample47_100,S2017_315,1,100,P7,TRUE,M_2_4
Sample54_100,S2017_322,1,100,P8,TRUE,M_2_4
Sample61_100,S2017_329,1,100,P9,TRUE,M_2_4
Sample68_100,S2017_336,1,100,P10,TRUE,M_2_4
Sample76_25,S2017_344,1,25,P11,TRUE,M_2_4
Sample83_100,S2017_351,1,100,P12,TRUE,M_2_4
Cells only,NEG2,0,1,P13,TRUE,M_2_4
Sample97_100,S2017_365,1,100,P14,TRUE,M_2_4
Sample104_25,S2017_372,1,25,P15,TRUE,M_2_4
Sample110_100,S2017_378,1,100,P16,TRUE,M_2_4
F6_25,F6_25,0,25,P17,TRUE,M_2_4
empty,EMPTY,0,25,P18,TRUE,M_2_4
Cells only,NEG2,0,1,P19,TRUE,M_2_4
empty,EMPTY,0,25,P20,TRUE,M_2_4
empty,EMPTY,0,25,P21,TRUE,M_2_4
empty,EMPTY,0,100,P22,TRUE,M_2_4
empty,EMPTY,0,100,P23,TRUE,M_2_4
EMPTY,EMPTY,0,0,P24,TRUE,M_2_4
EMPTY,EMPTY,0,0,A1,TRUE,N_3_1
Sample1_25,S2020_003,1,25,B1,TRUE,N_3_1
Sample1_100,S2020_003,1,100,C1,TRUE,N_3_1
Sample2_25,S2020_004,1,25,D1,TRUE,N_3_1
Sample2_100,S2020_004,1,100,E1,TRUE,N_3_1
Sample3_25,S2020_005,1,25,F1,TRUE,N_3_1
Sample3_100,S2020_005,1,100,G1,TRUE,N_3_1
Sample4_25,S2020_006,1,25,H1,TRUE,N_3_1
Sample4_100,S2020_006,1,100,I1,TRUE,N_3_1
Secondaries only,NEG3,0,1,J1,TRUE,N_3_1
Sample5_25,S2020_007,1,25,K1,TRUE,N_3_1
Sample5_100,S2020_007,1,100,L1,TRUE,N_3_1
Sample6_25,S2020_008,1,25,M1,TRUE,N_3_1
Sample6_100,S2020_008,1,100,N1,TRUE,N_3_1
NEG3_25,NEG1,0,25,O1,TRUE,N_3_1
EMPTY,EMPTY,0,0,P1,TRUE,N_3_1
POS1_25,POS1,0,25,A2,TRUE,N_3_1
Sample7_25,S2020_009,1,25,B2,TRUE,N_3_1
Sample7_100,S2020_009,1,100,C2,TRUE,N_3_1
Sample8_25,S2020_010,1,25,D2,TRUE,N_3_1
anti-HIS/HA antibody,CTRL2,0,1,E2,TRUE,N_3_1
Sample8_100,S2020_010,1,100,F2,TRUE,N_3_1
Sample9_25,S2020_011,1,25,G2,TRUE,N_3_1
Sample9_100,S2020_011,1,100,H2,TRUE,N_3_1
Sample10_25,S2020_012,1,25,I2,TRUE,N_3_1
Sample10_100,S2020_012,1,100,J2,TRUE,N_3_1
Sample11_25,S2020_013,1,25,K2,TRUE,N_3_1
Sample11_100,S2020_013,1,100,L2,TRUE,N_3_1
Sample12_25,S2020_014,1,25,M2,TRUE,N_3_1
Sample12_100,S2020_014,1,100,N2,TRUE,N_3_1
NEG3_100,NEG1,0,100,O2,TRUE,N_3_1
Sample13_25,S2020_015,1,25,P2,TRUE,N_3_1
POS1_100,POS1,0,100,A3,TRUE,N_3_1
Sample13_100,S2020_015,1,100,B3,TRUE,N_3_1
Sample14_25,S2020_016,1,25,C3,TRUE,N_3_1
Sample14_100,S2020_016,1,100,D3,TRUE,N_3_1
Sample15_25,S2020_017,1,25,E3,TRUE,N_3_1
Sample15_100,S2020_017,1,100,F3,TRUE,N_3_1
Sample16_25,S2020_018,1,25,G3,TRUE,N_3_1
NEG2_25,NEG1,0,25,H3,TRUE,N_3_1
Sample16_100,S2020_018,1,100,I3,TRUE,N_3_1
Sample17_25,S2020_019,1,25,J3,TRUE,N_3_1
Sample17_100,S2020_019,1,100,K3,TRUE,N_3_1
Sample18_25,S2020_020,1,25,L3,TRUE,N_3_1
Sample18_100,S2020_020,1,100,M3,TRUE,N_3_1
Sample19_25,S2020_021,1,25,N3,TRUE,N_3_1
Sample19_100,S2020_021,1,100,O3,TRUE,N_3_1
Sample20_25,S2020_022,1,25,P3,TRUE,N_3_1
Sample20_100,S2020_022,1,100,A4,TRUE,N_3_1
Sample21_25,S2017_001,1,25,B4,TRUE,N_3_1
Sample21_100,S2017_001,1,100,C4,TRUE,N_3_1
Sample22_25,S2017_002,1,25,D4,TRUE,N_3_1
Sample22_100,S2017_002,1,100,E4,TRUE,N_3_1
Sample23_25,S2017_003,1,25,F4,TRUE,N_3_1
Sample23_100,S2017_003,1,100,G4,TRUE,N_3_1
NEG2_100,NEG1,0,100,H4,TRUE,N_3_1
Sample24_25,S2017_004,1,25,I4,TRUE,N_3_1
Sample24_100,S2017_004,1,100,J4,TRUE,N_3_1
Sample25_25,S2017_005,1,25,K4,TRUE,N_3_1
Sample25_100,S2017_005,1,100,L4,TRUE,N_3_1
Sample26_25,S2017_006,1,25,M4,TRUE,N_3_1
Sample26_100,S2017_006,1,100,N4,TRUE,N_3_1
POS2_25,POS2,0,25,O4,TRUE,N_3_1
rabbit Anti-RBD and Anti-NP serum,CTRL1,0,1,P4,TRUE,N_3_1
Sample27_25,S2017_007,1,25,A5,TRUE,N_3_1
NEG1_25,NEG1,0,25,B5,TRUE,N_3_1
Sample27_100,S2017_007,1,100,C5,TRUE,N_3_1
Sample28_25,S2017_008,1,25,D5,TRUE,N_3_1
Sample28_100,S2017_008,1,100,E5,TRUE,N_3_1
Sample29_25,S2017_009,1,25,F5,TRUE,N_3_1
Sample29_100,S2017_009,1,100,G5,TRUE,N_3_1
Sample30_25,S2017_010,1,25,H5,TRUE,N_3_1
Sample30_100,S2017_010,1,100,I5,TRUE,N_3_1
Sample31_25,S2017_011,1,25,J5,TRUE,N_3_1
Sample31_100,S2017_011,1,100,K5,TRUE,N_3_1
Sample32_25,S2017_012,1,25,L5,TRUE,N_3_1
Sample32_100,S2017_012,1,100,M5,TRUE,N_3_1
Sample33_25,S2017_013,1,25,N5,TRUE,N_3_1
POS2_100,POS2,0,100,O5,TRUE,N_3_1
Sample33_100,S2017_013,1,100,P5,TRUE,N_3_1
Sample34_25,S2017_014,1,25,A6,TRUE,N_3_1
NEG1_100,NEG1,0,100,B6,TRUE,N_3_1
Sample34_100,S2017_014,1,100,C6,TRUE,N_3_1
Sample35_25,S2017_015,1,25,D6,TRUE,N_3_1
Sample35_100,S2017_015,1,100,E6,TRUE,N_3_1
Cells only,NEG2,0,1,F6,TRUE,N_3_1
Sample36_25,S2017_016,1,25,G6,TRUE,N_3_1
Sample36_100,S2017_016,1,100,H6,TRUE,N_3_1
Sample37_25,S2017_017,1,25,I6,TRUE,N_3_1
Sample37_100,S2017_017,1,100,J6,TRUE,N_3_1
Sample38_25,S2017_018,1,25,K6,TRUE,N_3_1
Sample38_100,S2017_018,1,100,L6,TRUE,N_3_1
Sample39_25,S2017_019,1,25,M6,TRUE,N_3_1
Sample39_100,S2017_019,1,100,N6,TRUE,N_3_1
Sample40_25,S2017_020,1,25,O6,TRUE,N_3_1
Sample40_100,S2017_020,1,100,P6,TRUE,N_3_1
Cells only,NEG2,0,1,A7,TRUE,N_3_1
Sample41_25,S2017_021,1,25,B7,TRUE,N_3_1
Sample41_100,S2017_021,1,100,C7,TRUE,N_3_1
Sample42_25,S2017_022,1,25,D7,TRUE,N_3_1
Sample42_100,S2017_022,1,100,E7,TRUE,N_3_1
Sample43_25,S2017_023,1,25,F7,TRUE,N_3_1
Sample43_100,S2017_023,1,100,G7,TRUE,N_3_1
Sample44_25,S2017_024,1,25,H7,TRUE,N_3_1
Sample44_100,S2017_024,1,100,I7,TRUE,N_3_1
NEG3_25,NEG1,0,25,J7,TRUE,N_3_1
Sample45_25,S2017_025,1,25,K7,TRUE,N_3_1
Sample45_100,S2017_025,1,100,L7,TRUE,N_3_1
Sample46_25,S2017_026,1,25,M7,TRUE,N_3_1
Sample46_100,S2017_026,1,100,N7,TRUE,N_3_1
Sample47_25,S2017_027,1,25,O7,TRUE,N_3_1
Sample47_100,S2017_027,1,100,P7,TRUE,N_3_1
Sample48_25,S2017_028,1,25,A8,TRUE,N_3_1
Sample48_100,S2017_028,1,100,B8,TRUE,N_3_1
Sample49_25,S2017_029,1,25,C8,TRUE,N_3_1
Sample49_100,S2017_029,1,100,D8,TRUE,N_3_1
Sample50_25,S2017_030,1,25,E8,TRUE,N_3_1
POS1_25,POS1,0,25,F8,TRUE,N_3_1
Sample50_100,S2017_030,1,100,G8,TRUE,N_3_1
Sample51_25,S2017_031,1,25,H8,TRUE,N_3_1
Sample51_100,S2017_031,1,100,I8,TRUE,N_3_1
NEG3_100,NEG1,0,100,J8,TRUE,N_3_1
Sample52_25,S2017_032,1,25,K8,TRUE,N_3_1
Sample52_100,S2017_032,1,100,L8,TRUE,N_3_1
Sample53_25,S2017_033,1,25,M8,TRUE,N_3_1
Sample53_100,S2017_033,1,100,N8,TRUE,N_3_1
Sample54_25,S2017_034,1,25,O8,TRUE,N_3_1
Sample54_100,S2017_034,1,100,P8,TRUE,N_3_1
